	M	R	Soil type PGA   SD	DT(s)		Name			NPTS		Tm(s)	Arias Int
431	6.19	37.25	 D									MORGAN_G04360.AT2
505	6.06	4.24	 D	0.492	5.45	0.0050	       PALMSPR_WWT180.AT1	 4010	0.0966	0.3474	1.7669
512	5.77	10.54	 D	0.285	8.65	0.0050	    CHALFANT_B-ZAK270.AT1	 7975	0.0539	0.4192	0.5266
537	7.30	71.35	 C	0.143	11.30	0.0100	       SMART1_45E02NS.AT2	 3295	0.0748	0.4734	0.3767
552	6.60	24.23	 C	0.256	6.22	0.0200	     NEWZEAL_A-MAT083.AT1	 1350	0.0944	0.4794	0.6523
554	5.99	6.77	 C	0.333	5.27	0.0050	    WHITTIER_A-ALH180.AT1	 8000	0.0340	0.3891	0.8049
555	5.99	14.28	 C	0.299	4.50	0.0050	    WHITTIER_A-ALT000.AT1	 8000	0.0292	0.3133	0.3987
557	5.99	9.89	 C	0.300	3.06	0.0200	    WHITTIER_A-CAM009.AT1	 1750	0.0441	0.3398	0.8618
560	5.99	11.77	 D	0.212	10.36	0.0200	    WHITTIER_A-JAB297.AT2	 1715	0.0549	0.4457	0.5779
566	5.99	26.55	 D	0.233	9.78	0.0200	    WHITTIER_A-BUE250.AT1	 1870	0.0477	0.3814	0.3433
580	5.99	7.50	 D	0.228	8.84	0.0200	    WHITTIER_A-FAI270.AT2	 1415	0.0427	0.4226	0.4828
583	5.99	2.86	 D								WHITTIER_A-GRV330.AT2
589	5.99	24.32	 D	0.247	11.32	0.0050	    WHITTIER_A-ING090.AT2	 8000	0.0300	0.4396	0.3385
590	5.99	21.26	 D	0.294	9.52	0.0050	    WHITTIER_A-116270.AT1	 8000	0.0212	0.3889	0.4631
598	5.99	16.71	 C	0.213	6.46	0.0200	    WHITTIER_A-FLE234.AT2	 1605	0.0282	0.3885	0.3700
603	5.99	9.05	 D	0.450	8.01	0.0050	    WHITTIER_A-OBR270.AT1	 8000	0.0363	0.2654	1.0497
606	5.99	20.85	 D	0.151	11.14	0.0200	    WHITTIER_A-W70270.AT2	 1600	0.0201	0.3977	0.2861
610	5.99	25.52	 C	0.194	9.93	0.0050	    WHITTIER_A-LBR090.AT2	 8000	0.0240	0.4775	0.3679
636	5.99	10.71	 C	0.165	8.65	0.0050	    WHITTIER_A-BRG180.AT1	 7200	0.0681	0.4848	0.3096
637	5.99	10.64	 C	0.174	6.84	0.0050	    WHITTIER_A-PAS180.AT1	 6400	0.0465	0.4654	0.2170
639	5.99	10.71	 C	0.271	4.95	0.0050	    WHITTIER_A-CCB360.AT2	 4400	0.0606	0.3511	0.6178
653	5.99	8.59	 C	0.204	7.36	0.0050	    WHITTIER_A-SMA360.AT2	 8000	0.0351	0.4205	0.3027
654	5.99	11.73	 D	0.426	5.82	0.0200	    WHITTIER_A-EJS048.AT1	 1895	0.0654	0.3948	1.3006
684	6.77	36.19	 D	0.175	7.68	0.0100	        SPITAK_GUK090.AT2	 1990	0.0439	0.4405	0.2986
693	6.93	26.57	 C	0.244	10.51	0.0050	         LOMAP_AND250.AT1	 7925	0.0756	0.4686	0.7966
695	6.93	9.01	 C	0.481	8.98	0.0050	         LOMAP_BRN000.AT1	 5005	0.0924	0.4569	5.3611
706 6.93	9.78	 D									 LOMAP_CAP090.AT2
708	6.93	30.89	 D	0.160	13.38	0.0050	         LOMAP_CLD195.AT1	 7990	0.0724	0.4160	0.3520
717	6.93	28.98	 C	0.357	4.99	0.0050	         LOMAP_GIL067.AT1	 7995	0.0949	0.3663	0.9033
719	6.93	28.64	 B	0.473	3.68	0.0050	         LOMAP_G01090.AT2	 7990	0.0986	0.3925	1.6793
723	6.93	35.47	 C	0.170	12.62	0.0050	         LOMAP_G06090.AT2	 7995	0.0673	0.4635	0.4422
755	6.93	20.13	 C	0.228	10.14	0.0200	        LOMAP_SJTE315.AT2	 2505	0.0807	0.3593	1.0004
761	6.93	16.51	 C	0.386	8.63	0.0050	         LOMAP_UC2090.AT2	 5005	0.0431	0.2186	1.5827
762	6.93	16.34	 C	0.450	9.49	0.0050	         LOMAP_LOB000.AT1	 7990	0.0428	0.2762	2.6611
763	6.93	12.56	 C	0.398	10.47	0.0050	         LOMAP_WAH000.AT1	 5005	0.0662	0.2787	3.7059
902	6.69	16.27	 C	0.444	7.75	0.0100	        NORTHR_MU2125.AT2	 2400	0.1261	0.3338	2.3361
904	6.69	31.55	 C	0.245	9.44	0.0100	        NORTHR_TUJ352.AT2	 3000	0.0285	0.2873	0.5189
906	6.69	63.53	 D	0.139	17.69	0.0100	        NORTHR_BPK090.AT1	 3500	0.0830	0.4935	0.2467
918	6.69	47.48	 D	0.158	17.28	0.0200	        NORTHR_DWN090.AT1	 2000	0.0668	0.4550	0.5495
942	6.69	30.27	 C	0.162	11.69	0.0100	        NORTHR_FLE144.AT1	 3000	0.0672	0.4240	0.5100
943	6.69	25.42	 B	0.289	8.91	0.0050	      NORTHR_0141-270.AT1	 9390	0.0447	0.4314	1.5179
944	6.69	23.61	 D	0.358	10.64	0.0200	        NORTHR_PEL360.AT2	 2000	0.0686	0.3736	2.0047
945	6.69	16.99	 D	0.242	10.30	0.0100	        NORTHR_FAR090.AT2	 3000	0.0996	0.4977	0.8445
950	6.69	33.77	 D	0.290	11.55	0.0100	        NORTHR_GR2090.AT1	 3000	0.0891	0.4508	0.7327
952	6.69	25.52	 D	0.439	8.76	0.0100	        NORTHR_STN110.AT2	 3160	0.1009	0.4659	1.5821
955	6.69	18.62	 C	0.278	11.30	0.0200	        NORTHR_UCL090.AT1	 3000	0.0976	0.3449	0.8742
956	6.69	36.47	 C	0.493	10.44	0.0100	        NORTHR_UNI005.AT1	 4000	0.0385	0.3779	1.3714
958	6.69	19.55	 C	0.253	13.33	0.0050	     NORTHR_5082A-325.AT1	11070	0.1389	0.4376	0.6950
959	6.69	19.55	 C	0.383	10.47	0.0050	      NORTHR_5082-325.AT1	11035	0.1567	0.4463	1.0761
998	6.69	20.36	 A	0.415	4.34	0.0200	        NORTHR_PAC175.AT1	 1000	0.0643	0.4702	0.9352
1029	6.69	14.41	 C	0.388	7.95	0.0100	        NORTHR_SCR090.AT2	 4000	0.0749	0.3839	1.0647
1055	6.90	24.20	 D	0.251	13.15	0.0100	          KOBE_KAK000.AT1	 4100	0.1689	0.4827	1.0308
1066	6.90	38.61	 D	0.294	17.57	0.0100	          KOBE_TDO000.AT1	14000	0.1949	0.4706	1.3849
1105	7.51	93.86	 D	0.187	32.23	0.0050	       KOCAELI_FAT000.AT1	30600	0.0279	0.4764	0.9575
1107	7.51	77.63	 C	0.119	10.40	0.0050	       KOCAELI_GYN090.AT2	 5100	0.0450	0.4730	0.1943
1149	7.62	51.15	 C	0.302	30.17	0.0050	      CHICHI_CHY041-E.AT1	18000	0.0570	0.4599	1.5406
1292	7.62	86.38	 C	0.171	18.60	0.0050	      CHICHI_ILA067-N.AT2	18000	0.0383	0.3747	0.7192
1344	7.62	88.84	 C	0.388	8.98	0.0050	         CHICHI_NST-N.AT2	12000	0.1299	0.4524	0.8213
1427	7.62	77.50	 C	0.474	11.28	0.0050	      CHICHI_TCU045-E.AT1	18000	0.1810	0.4717	1.3956
1454	7.62	4.96	 C	0.444	25.93	0.0050	      CHICHI_TCU078-E.AT1	18000	0.2395	0.4322	5.7879
1455	7.62	7.64	 C	0.393	26.97	0.0050	      CHICHI_TCU079-N.AT2	18000	0.1907	0.4486	3.8369
1463	7.62	7.04	 C	0.333	24.12	0.0050	      CHICHI_TCU089-E.AT1	15800	0.2200	0.4652	3.0009
1555	7.14	31.56	 C	0.107	15.64	0.0100	         DUZCE_1061-N.AT1	 4235	0.0425	0.4125	0.2275
1556	7.14	29.27	 D	0.257	12.48	0.0100	         DUZCE_1062-E.AT2	 4235	0.0638	0.4177	1.0144
1572	7.37	40.43	 C	0.496	30.64	0.0200	      MANJIL_ABBAR--T.AT2	 2300	0.5494	0.3224	7.5885
1579	5.61	12.64	 C	0.448	1.22	0.0200	      SMADRE_altde000.AT2	 2000	0.0442	0.3560	1.1509
3144	6.20	59.29	 D	0.104	24.44	0.0050	    CHICHI05_TCU123-N.AT1	15000	0.0393	0.4333	0.1664
3404	6.30	8.80	 C	0.469	7.09	0.0050	    CHICHI06_TCU080-E.AT2	18600	0.0973	0.2693	2.1709
6	6.95	12.99	 D	0.313	24.11	0.0100	     IMPVALL_I-ELC180.AT1	 4000	0.2254	0.5409	1.7040
67	6.61	26.10	 C	0.145	14.15	0.0100	         SFERN_L01021.AT1	 3000	0.0477	0.7154	0.2367
130	7.35	74.66	 D	0.107	19.52	0.0200	         TABAS_BOS-L1.AT1	 1750	0.0870	0.5956	0.2831
140	5.74	9.59	 D	0.272	8.88	0.0050	      COYOTELK_G03050.AT1	 5365	0.1102	0.5840	0.4051
141	5.74	7.67	 D	0.248	8.44	0.0050	      COYOTELK_G04270.AT1	 5440	0.0604	0.5477	0.6238
142	5.74	4.37	 C	0.434	3.24	0.0050	      COYOTELK_G06230.AT1	 5420	0.1201	0.6676	0.7746
150	6.53	2.47	 D	0.327	7.07	0.0100	     IMPVALL_H-AEP045.AT1	 1115	0.2548	0.6776	1.1452
157	6.53	18.88	 D	0.254	22.05	0.0100	     IMPVALL_H-CHI282.AT2	 4000	0.1575	0.7158	1.1866
160	6.53	33.73	 D	0.351	50.33	0.0100	     IMPVALL_H-DLT352.AT2	 9995	0.3572	0.6825	3.2889
173	6.53	28.09	 D	0.454	5.81	0.0050	     IMPVALL_H-E08230.AT2	 7515	0.2008	0.5028	1.4832
174	6.53	27.23	 D	0.480	6.58	0.0050	     IMPVALL_H-EDA360.AT2	 7795	0.1906	0.5575	2.1047
240	5.94	14.04	 D	0.408	7.13	0.0050	     MAMMOTH_L-LUL090.AT2	 5195	0.0821	0.5550	1.2336
254	6.33	36.67	 D	0.150	15.37	0.0100	          VICT_CHI102.AT1	 2695	0.1507	0.8401	0.3427
299	6.60	19.92	 D	0.296	13.94	0.0100	       CORINTH_COR--T.AT2	 4095	0.2563	0.5653	0.8510
302	5.90	20.47	 D	0.155	18.49	0.0050	      WESTMORL_PTS315.AT2	 8000	0.2137	0.7772	0.4907
305	5.90	7.02	 D	0.368	6.70	0.0050	      WESTMORL_WSM090.AT1	 8000	0.1672	0.5822	1.7556
308	6.36	30.06	 D	0.227	12.37	0.0100	    COALINGA_H-CAK270.AT1	 4000	0.1176	0.6927	0.7377
323	6.36	38.78	 D	0.112	15.75	0.0100	    COALINGA_H-PRK180.AT2	 4000	0.1400	0.8058	0.3895
325	6.36	37.97	 C	0.168	14.02	0.0100	    COALINGA_H-Z15000.AT1	 4000	0.1098	0.7812	0.4565
326	6.36	36.49	 D	0.195	11.16	0.0100	    COALINGA_H-Z16000.AT1	 4000	0.0639	0.5162	0.3630
328	6.36	47.90	 C	0.140	17.01	0.0100	    COALINGA_H-COH000.AT1	 4000	0.0837	0.6783	0.4503
345	6.36	34.35	 D	0.167	10.58	0.0100	    COALINGA_H-PV1000.AT1	 4000	0.1315	0.8304	0.3775
348	6.36	40.04	 D	0.137	14.82	0.0100	    COALINGA_H-VYC110.AT2	 4000	0.0531	0.7665	0.2189
353	6.36	33.52	 C	0.166	9.16	0.0100	    COALINGA_H-SCN045.AT1	 3000	0.1122	0.7431	0.2854
421	6.19	16.67	 C	0.289	5.20	0.0050	        MORGAN_AND340.AT2	 5665	0.1370	0.5614	0.8465
432	6.19	36.34	 C	0.292	6.46	0.0050	        MORGAN_G06090.AT2	 6000	0.0714	0.6257	0.8709
434	6.19	3.94	 D	0.312	10.65	0.0050	        MORGAN_HVR240.AT2	 8000	0.0660	0.6146	0.8690
513	6.19	31.25	 D	0.177	13.19	0.0050	    CHALFANT_A-BEN360.AT2	 8000	0.0521	0.5913	0.3187
514	6.19	20.27	 D	0.175	16.70	0.0050	    CHALFANT_A-LAD270.AT2	 8000	0.0934	0.5886	0.3858
523	6.19	14.33	 D	0.400	8.13	0.0050	    CHALFANT_A-ZAK360.AT2	 8000	0.1049	0.6042	1.9953
541	7.30	75.25	 D	0.156	18.25	0.0100	       SMART1_45M07EW.AT1	 4000	0.1211	0.8771	0.6935
542	7.30	78.21	 D	0.126	21.90	0.0100	       SMART1_45O01EW.AT1	 4400	0.1755	0.8708	0.5029
543	7.30	77.57	 D	0.242	20.32	0.0100	       SMART1_45O02NS.AT2	 4400	0.1213	0.6806	1.3556
545	7.30	74.24	 D	0.190	14.04	0.0100	       SMART1_45O06NS.AT2	 4000	0.2029	0.8142	0.9003
575	5.99	19.81	 D	0.332	7.98	0.0200	    WHITTIER_A-CAS000.AT1	 1560	0.0368	0.5103	0.6796
578	5.99	15.29	 D	0.299	3.78	0.0200	    WHITTIER_A-BIR180.AT2	 1435	0.0688	0.5135	0.9433
579	5.99	16.04	 D	0.221	9.26	0.0050	    WHITTIER_A-DWN180.AT1	 8000	0.0409	0.5905	0.4326
609	5.99	20.68	 D	0.255	8.34	0.0200	    WHITTIER_A-OR2010.AT1	 1610	0.0557	0.6500	0.5506
615	5.99	22.68	 D	0.277	11.22	0.0200	    WHITTIER_A-DEL000.AT1	 1490	0.0704	0.6000	0.6438
630	5.99	14.98	 D	0.248	9.43	0.0050	    WHITTIER_A-NOR360.AT2	 6040	0.0691	0.5429	0.3440
652	5.99	4.77	 C	0.304	5.10	0.0200	    WHITTIER_A-GRN180.AT1	 1500	0.0558	0.5134	0.8310
682	6.54	19.51	 D	0.211	16.86	0.0050	     SUPERST_B-WSM180.AT2	 8000	0.1980	0.7150	1.1761
704	6.93	98.41	 C	0.117	7.98	0.0050	         LOMAP_BRK090.AT2	 7990	0.0492	0.8896	0.1468
705	6.93	46.26	 C	0.116	12.87	0.0050	         LOMAP_CLR180.AT2	 7810	0.0401	0.5438	0.2312
707	6.93	7.17	 C	0.479	7.88	0.0050	         LOMAP_CLS090.AT2	 7990	0.1039	0.6166	2.5307
709	6.93	30.78	 C	0.151	15.70	0.0050	         LOMAP_CYC195.AT1	 7995	0.1260	0.6023	0.4277
718	6.93	28.11	 D	0.284	8.92	0.0050	         LOMAP_GOF160.AT1	 7995	0.1681	0.7943	0.7094
721	6.93	31.40	 D	0.367	11.38	0.0050	         LOMAP_G03090.AT2	 7990	0.3298	0.6228	1.3479
727	6.93	72.29	 C	0.159	10.86	0.0050	         LOMAP_HWB220.AT1	 7990	0.0267	0.5409	0.4051
732	6.93	45.10	 D	0.279	13.21	0.0050	         LOMAP_HDA255.AT2	 7930	0.1379	0.8219	1.0360
734	6.93	114.87	 E	0.137	9.10	0.0050	         LOMAP_LKS270.AT1	 7805	0.0958	0.8784	0.5419
737	6.93	94.00	 D	0.287	8.66	0.0200	        LOMAP_CH12000.AT1	 2000	0.2035	0.8888	0.7252
738	6.93	91.68	 D	0.244	12.52	0.0050	         LOMAP_TIB290.AT2	 7990	0.1046	0.8808	0.6461
741	6.93	51.20	 C	0.194	12.45	0.0050	         LOMAP_SLC270.AT1	 7915	0.1683	0.8625	0.5461
744	6.93	107.45	 D	0.124	11.98	0.0050	         LOMAP_RCH190.AT1	 7990	0.0497	0.8160	0.2039
753	6.93	79.13	 D	0.236	10.79	0.0050	         LOMAP_SFO000.AT1	 7990	0.0727	0.5433	0.8571
773	6.69	8.97	 D	0.496	7.35	0.0050	       ERZIKAN_ERZ-EW.AT2	 4160	0.4309	0.8539	1.7908
780	7.01	22.64	 D	0.385	15.34	0.0200	      CAPEMEND_RIO270.AT1	 1800	0.1439	0.5449	1.5226
801	7.28	27.33	 D	0.171	31.78	0.0200	       LANDERS_DSP000.AT1	 2500	0.0553	0.5271	0.7066
815	7.28	13.67	 C	0.284	26.08	0.0200	       LANDERS_JOS090.AT2	 2200	0.2313	0.7820	2.3482
832	7.28	21.29	 D	0.188	30.95	0.0050	       LANDERS_MVH000.AT1	14000	0.0758	0.5871	0.9583
853	6.46	40.46	 D	0.225	10.00	0.0200	       BIGBEAR_DHP090.AT2	 3000	0.0641	0.5702	0.6170
899	6.69	11.10	 D	0.344	12.98	0.0200	        NORTHR_ARL090.AT1	 2000	0.2426	0.6158	1.5226
903	6.69	13.39	 D	0.416	9.21	0.0100	        NORTHR_MUL009.AT1	 3000	0.2441	0.7462	3.0732
909	6.69	4.85	 D	0.420	10.39	0.0100	        NORTHR_CNP196.AT2	 2500	0.5557	0.6937	2.7859
910	6.69	26.49	 D	0.482	5.56	0.0100	        NORTHR_LOS270.AT2	 2000	0.1818	0.5585	1.9751
927	6.69	21.78	 D	0.246	12.82	0.0100	        NORTHR_WIL180.AT2	 3500	0.2023	0.6900	0.9428
937	6.69	20.22	 D	0.222	13.66	0.0200	        NORTHR_CCN360.AT2	 2000	0.1625	0.6097	0.7549
938	6.69	14.92	 C	0.185	6.90	0.0100	        NORTHR_CHL160.AT2	 3110	0.1130	0.6408	0.6470
962	6.69	11.79	 C	0.349	6.50	0.0050	        NORTHR_LDM334.AT2	 5315	0.3529	0.8075	1.3773
980	6.69	52.44	 C	0.147	12.62	0.0200	        NORTHR_LV5000.AT1	 1600	0.0363	0.6358	0.2922
988	6.69	31.45	 C	0.193	16.14	0.0200	        NORTHR_MRP090.AT1	 2000	0.0948	0.5761	0.7740
991	6.69	13.12	 C	0.271	16.40	0.0100	        NORTHR_CWC270.AT2	 2195	0.2371	0.5685	1.1783
1000	6.69	19.28	 C	0.301	10.08	0.0200	        NORTHR_PKC090.AT1	 2000	0.1463	0.6892	1.6064
1030	6.69	12.35	 D	0.444	16.98	0.0100	        NORTHR_RO3090.AT2	 3030	0.2396	0.7724	1.4443
1031	6.69	24.13	 C	0.157	11.81	0.0100	        NORTHR_GLE260.AT2	 3000	0.0994	0.6883	0.4593
1033	6.69	13.60	 C	0.493	7.53	0.0050	        NORTHR_SCE288.AT2	 8000	0.5259	0.7440	2.8986
1048	6.90	46.73	 D	0.222	49.99	0.0100	          KOBE_ABN000.AT1	14000	0.1451	0.7037	0.5808
1064	6.90	45.97	 D	0.212	11.82	0.0100	          KOBE_SHI090.AT2	 4100	0.1186	0.7367	0.6389
1094	7.51	99.69	 D	0.164	31.79	0.0050	       KOCAELI_ATK090.AT2	26625	0.0698	0.6627	0.2812
1103	7.51	98.22	 D	0.358	10.56	0.0050	       KOCAELI_DZC270.AT2	 5440	0.3976	0.8890	1.3294
1110	7.51	5.31	 B	0.152	15.00	0.0050	       KOCAELI_IZT180.AT1	 6000	0.1185	0.6427	0.5618
1146	7.62	43.90	 C	0.246	25.98	0.0050	      CHICHI_CHY035-N.AT2	18000	0.1222	0.7270	1.3107
1226	7.62	69.11	 C	0.167	19.64	0.0050	      CHICHI_HWA033-N.AT2	18000	0.1449	0.6514	0.4456
1423	7.62	73.11	 D	0.168	25.72	0.0050	      CHICHI_TCU038-N.AT2	18000	0.1761	0.6820	1.0343
1429	7.62	86.39	 C	0.301	15.66	0.0050	      CHICHI_TCU047-E.AT1	18000	0.1862	0.7423	1.4530
1430	7.62	43.31	 C	0.184	34.13	0.0050	      CHICHI_TCU048-N.AT2	18000	0.2323	0.7777	0.7144
1431	7.62	38.91	 C	0.251	22.72	0.0050	      CHICHI_TCU049-N.AT2	18000	0.2092	0.6325	1.3697
1437	7.62	35.86	 D	0.201	27.05	0.0050	      CHICHI_TCU055-N.AT2	11200	0.4417	0.8282	1.5244
1446	7.62	28.70	 C	0.325	23.00	0.0050	      CHICHI_TCU067-N.AT2	18000	0.2673	0.7550	2.6166
1448	7.62	47.86	 C	0.255	26.77	0.0050	      CHICHI_TCU070-E.AT1	18000	0.1931	0.7540	2.2961
1450	7.62	21.42	 C	0.400	24.00	0.0050	      CHICHI_TCU072-N.AT2	18000	0.2569	0.5903	4.9612
1451	7.62	19.08	 C	0.349	19.71	0.0050	      CHICHI_TCU074-N.AT2	18000	0.2021	0.6760	3.1147
1453	7.62	16.03	 C	0.416	28.13	0.0050	      CHICHI_TCU076-N.AT2	18000	0.4335	0.6164	3.6529
1488	7.62	21.80	 C	0.261	30.34	0.0050	      CHICHI_TCU122-N.AT2	18000	0.3413	0.6812	1.5362
1685	6.10	19.11	 D	0.274	9.92	0.0200	    NWCHINA3_J411N270.AT2	 3000	0.1069	0.5427	0.7704
1718	7.13	26.53	 C	0.337	9.66	0.0100	        HECTOR_HEC090.AT2	 4535	0.2040	0.6350	1.8656
1725	7.13	52.29	 C	0.190	12.94	0.0100	      HECTOR_22170360.AT2	 5000	0.0919	0.5845	0.6201
2663	6.20	10.10	 C	0.323	7.39	0.0050	    CHICHI04_CHY074-E.AT2	22410	0.1314	0.6693	1.3816
3402	6.30	17.94	 C	0.254	7.43	0.0050	    CHICHI06_TCU078-E.AT2	12010	0.0796	0.5165	0.6633
14	7.36	88.39	 C	0.127	31.93	0.0100	          KERN_SBA132.AT2	 7540	0.1284	0.9704	0.2507
20	6.50	30.79	 D	0.189	18.82	0.0050	      NCALIF_H-FRN314.AT2	 8000	0.0825	0.9827	0.3208
35	6.63	70.75	 D	0.130	25.57	0.0100	     BORREGO_A-ELC180.AT1	 4000	0.1860	1.3117	0.2105
153	6.53	43.15	 D	0.160	14.87	0.0050	     IMPVALL_H-BRA225.AT1	 7565	0.1970	1.0231	0.2995
161	6.53	29.07	 D	0.235	13.17	0.0050	     IMPVALL_H-ECC092.AT2	 8000	0.2716	1.3363	0.7232
162	6.53	19.44	 D	0.314	8.23	0.0050	     IMPVALL_H-EMO000.AT1	 8000	0.4266	1.0625	0.8581
164	6.53	26.31	 D	0.224	11.97	0.0050	     IMPVALL_H-E10320.AT2	 7395	0.2462	0.9291	0.6709
169	6.53	27.13	 D	0.360	10.27	0.0050	     IMPVALL_H-E04230.AT2	 7800	0.3482	1.4014	0.9319
170	6.53	27.80	 D	0.379	9.41	0.0050	     IMPVALL_H-E05230.AT2	 7860	0.4670	1.2528	1.6571
171	6.53	27.47	 D	0.439	8.49	0.0050	     IMPVALL_H-E06230.AT2	 7810	0.4541	1.3945	1.7540
172	6.53	27.64	 D	0.463	4.80	0.0050	     IMPVALL_H-E07230.AT2	 7365	0.4950	1.3679	1.6963
204	5.80	17.13	 D	0.154	10.31	0.0050	    LIVERMOR_A-KOD180.AT1	 4200	0.1293	1.0037	0.2110
320	6.36	52.86	 D	0.194	17.30	0.0100	    COALINGA_H-COW000.AT1	 4000	0.1592	1.0012	0.6383
321	6.36	41.42	 C	0.131	14.28	0.0100	    COALINGA_H-Z10090.AT2	 4000	0.0693	0.9661	0.2096
324	6.36	38.54	 D	0.282	8.91	0.0100	    COALINGA_H-Z14000.AT1	 4000	0.1825	0.9119	1.4965
327	6.36	49.68	 D	0.116	16.37	0.0100	    COALINGA_H-Z02000.AT1	 4000	0.0641	0.9795	0.3090
329	6.36	44.83	 D	0.120	16.88	0.0100	    COALINGA_H-Z04090.AT2	 4000	0.0842	0.9565	0.3981
331	6.36	41.16	 C	0.122	15.67	0.0100	    COALINGA_H-Z07000.AT1	 4000	0.2161	0.9490	0.3012
334	6.36	46.58	 D	0.119	17.98	0.0100	    COALINGA_H-PG1000.AT1	 4000	0.1186	1.1046	0.3184
471	6.32	68.18	 D	0.172	12.97	0.0100	       SMART1_40C00EW.AT1	 3060	0.1159	1.0868	0.3267
472	6.32	65.48	 D	0.203	7.67	0.0100	       SMART1_40E01EW.AT1	 2900	0.1599	1.0065	0.3711
473	6.32	68.38	 D	0.183	10.54	0.0100	       SMART1_40I01EW.AT1	 3200	0.1109	1.0235	0.3153
474	6.32	67.98	 D	0.167	13.53	0.0100	       SMART1_40I07EW.AT1	 3100	0.1163	1.2586	0.2792
475	6.32	69.14	 D	0.156	6.67	0.0100	       SMART1_40M01EW.AT1	 2705	0.0863	0.9394	0.2193
